CATEGORIA;MARCA;REST_OA;REST_GT;REST_AAD;REST_AAR;REST_AN;REST_CN;REST_CA;REST_PREC;SELO_CLEAN;SELO_VEGAN;SELO_TRANS;SELO_ORGANIC
Molho de Tomate;Sacciali;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Moo;sim;não;sim;não;não;não;não;não;sim;não;não;não
Chocolate;Doce Vida;sim;não;sim;sim;não;não;não;sim;não;não;não;não
Pão;São José Alimentos;sim;não;sim;não;não;não;não;não;não;não;não;não
Chocolate;Ferronatto;sim;não;sim;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Mani Crem;sim;não;sim;não;não;não;não;sim;não;não;não;não
Molho de Tomate;Capone;não;não;não;não;não;não;não;não;sim;não;não;não
Pão;Vovó Tiná;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Laticínios Porto Alegre;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;We Nutz;sim;não;não;sim;sim;não;não;não;não;não;não;não
Leite;Natville;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;PEC Sabores;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Dajuda;não;não;sim;não;não;não;não;não;não;não;sim;não
Chocolate;Stevia Choco;não;não;não;não;sim;não;não;não;não;não;não;não
Chocolate;Garoto;sim;não;sim;não;não;não;não;não;não;não;não;não
Pão;Kaddoura;sim;não;sim;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;AmeBom;não;não;não;não;não;não;não;não;sim;não;não;não
Pão;Felmann;sim;sim;sim;não;não;não;não;não;não;não;não;não
Pão;D'Massa;não;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Fazenda Bela Vista;sim;não;sim;não;não;não;não;não;não;não;não;não
Chocolate;Florybal;sim;não;sim;não;não;não;não;não;não;não;não;não
Chocolate;Cacau Show;sim;não;sim;não;não;não;não;não;não;não;não;não
Chocolate;Cacau Brasil;sim;não;sim;não;não;não;não;não;não;não;não;não
Chocolate;Cacau Noir;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Italac;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Lindt;sim;não;sim;não;não;não;não;não;não;não;não;não
Chocolate;Linea;sim;não;não;sim;sim;não;não;não;não;não;não;não
Pasta de Amendoim;Mrs Kornis;não;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Sicao;sim;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Salsaretti;não;não;sim;não;não;não;não;não;sim;não;não;não
Chocolate;Yör Chocolates;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Itambé;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Tirol;sim;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Letti;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Da Matina;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Da Matina;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Da Matina;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Da Matina;sim;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Benevides;sim;não;sim;não;não;não;não;não;não;não;não;não
Pão;Vital;sim;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Frimesa;sim;não;sim;não;não;não;não;não;não;não;não;não
Chocolate;Genevy;sim;não;não;sim;sim;não;não;não;não;não;não;não
Pão;Arin;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Lindt;sim;não;sim;não;não;não;não;não;não;não;não;não
Pão;Nutrella;sim;não;sim;não;não;não;não;não;não;não;não;não
Pão;Paderrí;sim;não;sim;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Grão Bom;não;não;não;não;sim;não;não;não;não;não;não;não
Pão;Pão do Bento;não;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Oz;sim;não;não;sim;sim;não;não;não;não;não;não;não
Pão;Jasmine;não;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Fugini;não;não;não;não;não;não;não;não;não;sim;não;sim
Pão;Derbak;não;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Predilecta;não;não;não;não;não;não;não;não;sim;sim;não;não
Pão;Marpão;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Fazenda Trevisan;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Fazenda Trevisan;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Fazenda Trevisan;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Fazenda Trevisan;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Fazenda Trevisan;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Fazenda Trevisan;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Fazenda Trevisan;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Fazenda Trevisan;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Fazenda Trevisan;sim;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Colonial;não;não;sim;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Vitapower;sim;não;não;sim;sim;não;não;não;não;não;não;não
Pão;Wickbold;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Isis;sim;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Lindt;sim;não;sim;não;não;não;não;não;não;não;não;não
Pão;Daily Bread;não;não;sim;não;não;não;não;não;não;não;não;não
Pão;Jovem Pão;não;sim;sim;não;não;não;não;não;não;não;não;não
Chocolate;Nestlé;sim;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Paganini;não;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Marie Ange Di Costa;sim;não;sim;não;não;não;não;não;não;não;não;não
Pão;Seven Boys;sim;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Tarantella;sim;não;sim;não;não;não;não;não;não;não;sim;não
Molho de Tomate;Heinz;sim;não;sim;não;não;não;não;sim;não;não;não;não
Chocolate;Milka;sim;não;sim;não;não;não;não;não;não;não;não;não
Pão;Farias;sim;não;sim;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Kodilar;sim;não;não;sim;sim;não;não;não;não;não;não;não
Pasta de Amendoim;Kodilar;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Nutri Bread's;sim;não;sim;não;não;não;não;não;não;não;não;não
Pão;Wickbold;sim;não;sim;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Kodilar;sim;não;sim;não;não;não;não;não;sim;não;não;não
Pão;Nutrella;sim;não;sim;não;não;não;não;não;não;não;não;não
Pão;Farias;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Tirol;sim;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Yorgus;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Yorgus;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Yorgus;sim;não;sim;não;não;não;não;não;sim;não;não;não
Iogurte;Yorgus;sim;não;sim;não;não;não;não;não;sim;não;não;não
Iogurte;Yorgus;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Yorgus;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Yorgus;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Yorgus;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Yorgus;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Yorgus;sim;não;sim;não;não;não;não;não;sim;não;não;não
Iogurte;Yorgus;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Yorgus;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Yorgus;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Yorgus;sim;não;não;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Mandubim;não;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Yorgus;sim;não;sim;não;não;não;não;não;não;não;não;não
Pão;Lekker;sim;não;não;sim;não;não;não;sim;não;não;não;não
Pão;Zaffari;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Yorgus;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Yorgus;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Yorgus;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Yorgus;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Yorgus;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Yorgus;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Yorgus;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Yorgus;sim;não;não;não;não;não;não;não;sim;não;não;não
Pão;Estrela do Pão Árabe;não;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Pomarola;não;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Bonare;não;não;sim;não;não;não;não;não;não;não;não;não
Pão;Pão de Mel;não;sim;sim;não;não;não;não;não;não;não;não;não
Pão;Delícias do Trigo;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Paladori;não;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;XXX;não;não;não;não;não;não;não;não;não;não;não;não
Pão;Nutri Vida;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Casa Valentina;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Fazenda São José;sim;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;YYY;sim;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Campagna;não;não;não;não;não;não;não;não;não;não;não;não
Pão;Mourisco;não;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Danone;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Florestal;sim;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;La Pastina;não;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Milka;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Keiff;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Keiff;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Lingen;sim;não;sim;não;não;não;não;não;não;não;não;não
Pão;Wickbold;sim;não;sim;não;não;não;não;não;não;não;não;não
Chocolate;Ubá;não;não;sim;não;não;não;não;não;sim;não;não;sim
Chocolate;Nugali;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Fazenda Bela Vista;sim;não;não;sim;não;não;não;sim;não;não;não;não
Pão;Pullman;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Tia Lola;sim;sim;sim;não;não;não;não;não;não;não;não;não
Leite;Leitíssimo;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Le Antoní;não;não;sim;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Fit Food;não;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Elefante;não;não;sim;não;não;não;não;não;não;não;não;não
Pão;Di Napoli;sim;não;não;sim;não;não;não;sim;não;não;não;não
Chocolate;Nestlé;sim;não;sim;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Amendoins Andréia;não;não;não;não;não;não;não;não;sim;não;não;não
Pão;Boa Mão;sim;não;sim;não;não;não;não;não;sim;não;não;não
Pão;Estrela da Manhã;sim;não;sim;não;não;não;não;não;não;não;não;não
Chocolate;Tnuva;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Tirol;sim;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Salsaretti;não;não;sim;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Da Colônia;não;não;não;não;não;não;não;não;sim;sim;não;não
Pão;Plus Vita;sim;não;sim;não;não;não;não;não;não;não;não;não
Pão;Plus Vita;sim;não;não;sim;não;não;não;não;não;não;não;não
Chocolate;Cacau Show;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Xandô;sim;não;não;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Agronaturais;não;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Carrefour;sim;não;não;sim;não;não;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Godam;sim;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;não;não;não;não;não;não;não
Pão;Vovó Tiná;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Danone;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Danone;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Danone;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Danone;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Danone;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Danone;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Danone;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Danone;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Danone;sim;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Danone;sim;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;não;não;não;não;não;não;não
Pão;Tchê Pão;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Nestlé;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Qualitá;sim;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Danone;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Danone;sim;não;sim;sim;não;não;não;sim;não;não;não;não
Molho de Tomate;Mastroiani;não;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;sim;não;não;não;sim;não;não;não;não
Leite;Danone;sim;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Danone;sim;não;não;sim;não;sim;não;sim;não;não;não;não
Iogurte;Danone;sim;não;não;sim;não;não;não;sim;não;não;não;não
Iogurte;Danone;sim;não;não;sim;não;não;não;sim;não;não;não;não
Leite;Danone;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Itambé;sim;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Danone;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Danone;sim;não;sim;sim;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;sim;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;sim;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;sim;não;sim;não;não;não;não;não;não
Leite;Milko;sim;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Oderich;não;não;sim;não;não;não;não;não;sim;não;não;não
Leite;Purolatte;sim;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Espírito Cacau;não;não;sim;não;não;não;não;não;não;sim;não;não
Pasta de Amendoim;Taeq;não;não;não;não;sim;não;não;não;não;não;não;não
Chocolate;Chocolate da Ilha;sim;não;não;não;sim;não;não;não;não;não;não;não
Chocolate;Zeromilk;sim;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Qualitá;sim;não;sim;não;não;não;não;sim;não;não;sim;não
Leite;Romano;sim;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Stella d'Oro;sim;não;não;sim;não;não;não;não;não;não;não;não
Chocolate;Espírito Cacau;não;não;sim;não;não;não;não;não;não;não;não;não
Pão;Paniccia;não;não;sim;não;não;não;sim;sim;não;não;não;não
Pasta de Amendoim;Proven;não;não;não;não;sim;não;não;não;não;não;não;não
Pão;Pantrício;não;não;sim;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;El Nature;não;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Cacau do Ceará;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Fazenda São José;sim;não;não;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Do Matto;não;não;não;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Terra dos Grãos;não;não;sim;não;não;não;não;não;sim;não;não;não
Leite;Longá;sim;não;não;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Fugini;sim;não;sim;não;não;não;não;não;não;sim;não;não
Leite;Colônia Holandesa;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Atilatte;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Backstube;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Mamma Bia;não;não;não;não;não;não;não;não;não;não;não;não
Pão;Copérdia;não;não;não;não;não;não;não;não;não;não;não;não
Pão;Santa Terezinha;sim;sim;sim;não;não;não;não;não;não;não;não;não
Chocolate;Maré Chocolate;não;não;sim;não;não;não;não;não;sim;não;não;não
Leite;Tirol;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Mangiare;não;não;não;não;não;não;não;não;não;não;não;não
Pão;Panificadora Nossa Senhora do Perpétuo Socorro;não;não;sim;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Nutt's;sim;não;não;não;sim;não;não;não;não;não;não;não
Iogurte;Bom Leite;sim;não;não;não;não;não;não;não;sim;não;não;não
Pão;CereNatu;não;não;não;não;não;não;não;não;não;não;não;não
Leite;Qualitat;sim;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Olé;não;não;não;não;não;não;não;não;não;não;não;não
Pão;Tata Chafia;não;não;sim;não;não;não;não;não;não;não;não;não
Pão;Trigo Baião;sim;sim;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Casa Rinaldi;não;não;não;não;não;não;não;não;não;não;não;não
Pão;Florio;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Evolve;não;não;sim;não;não;não;não;não;não;não;não;não
Pão;Peppito;não;sim;sim;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Vitallini;sim;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Moo;sim;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Canpez;não;não;não;não;não;não;não;não;não;não;não;não
Leite;Tatá;sim;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Fugini;não;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Chocolate da Ilha;sim;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Member's Mark;não;não;não;não;não;não;não;não;não;não;não;não
Pão;Conquista;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Cacau Show;sim;sim;sim;não;não;sim;não;não;não;não;não;não
Pão;Natural Fit;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Amalfi;não;sim;não;sim;não;não;não;não;não;não;não;não
Chocolate;Callebaut;sim;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;XXX;não;não;não;não;não;não;não;não;não;não;não;não
Leite;Camponesa;sim;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Cookoa;não;não;sim;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Bretas;não;não;sim;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Pramesa;não;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Predilecta;sim;não;não;sim;não;não;não;não;não;sim;não;não
Molho de Tomate;Fratello;sim;não;sim;não;não;não;sim;sim;não;não;não;não
Pão;Pão da Hora;sim;não;sim;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Proven;não;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Cajamar;não;não;não;sim;não;não;não;não;não;não;não;não
Pão;7Cedros;não;não;sim;não;não;não;não;não;não;não;não;não
Leite;Itambé;sim;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Batavo;sim;não;não;não;não;não;não;não;sim;não;não;não
Pão;Rocath;não;não;não;não;não;não;não;não;sim;não;não;não
Pão;Pão Divino;sim;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Fugini;não;não;não;não;não;não;não;não;sim;não;não;sim
Iogurte;No Carbon Milk;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Bella Toscana;não;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Olé;não;não;sim;não;não;não;não;sim;não;não;não;não
Pão;Sabore;não;não;sim;não;não;não;não;não;não;não;não;não
Leite;Casa Di Latte;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Casa da Ovelha;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Casa da Ovelha;sim;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Stella d'Oro;sim;não;não;sim;não;não;não;não;não;não;não;não
Pão;Quitutes da Rose;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Nestlé;sim;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Java;não;não;não;não;sim;não;não;não;não;não;não;não
Pasta de Amendoim;Nutríssima;não;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Condimentos Sadio;sim;não;sim;não;não;não;não;sim;não;não;não;não
Molho de Tomate;Alce Nero;não;não;sim;não;não;não;não;não;sim;não;não;sim
Leite;Carrefour;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Florio;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Sr. A Granel;não;não;sim;não;não;não;não;não;sim;não;não;não
Pão;Talento;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Rádio;sim;não;não;não;não;não;não;não;sim;não;não;não
Pão;Pão Cadice;sim;não;não;não;sim;não;não;não;não;não;não;não
Leite;Carrefour;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;"G. Tozzi \u0026amp; Cia";não;sim;sim;não;não;não;não;não;não;não;não;não
Leite;Itambé;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Dia;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Pão dos Reis;não;não;não;não;não;não;não;não;não;não;não;não
Leite;Danky;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Chokoé;não;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Jatobá;não;não;não;não;não;não;não;não;sim;não;não;sim
Pasta de Amendoim;Sementes Esperança;não;não;não;não;não;não;não;não;sim;não;não;não
Leite;Nestlé;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Del Rios;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Daus;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Zaine;não;não;sim;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Zaine;não;não;sim;não;não;não;não;não;sim;não;não;não
Pão;Homebake;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Pão Gostoso;sim;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Califrut;não;não;sim;não;não;não;não;sim;não;não;não;não
Pasta de Amendoim;Dr. Peanut;sim;não;sim;sim;sim;não;não;sim;não;não;não;não
Molho de Tomate;O Sole e Napule;não;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Hemmer;não;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Cajamar;não;não;sim;não;não;não;não;não;sim;não;não;não
Chocolate;Chocolate da Ilha;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Heart;sim;não;não;sim;não;não;não;não;não;não;não;não
Pão;Tenda Árabe;não;não;sim;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Vitapower;não;não;não;não;não;não;não;não;sim;não;não;não
Pão;Integral Mix;não;não;não;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Candy;não;não;não;não;sim;não;não;não;não;não;não;não
Pão;Secale;não;não;sim;não;não;não;não;não;sim;não;não;sim
Pasta de Amendoim;"Chef \u0026amp; Você";sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;La Campagnola;não;não;não;não;não;não;não;não;não;não;não;não
Leite;Família Germânia;sim;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Gobeche;não;não;sim;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Don Ravello;não;não;não;não;não;não;não;não;não;não;não;não
Pão;Vô Orlando;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Vigor;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Veganutris;sim;não;não;não;sim;não;não;não;não;não;não;não
Pasta de Amendoim;Fugini;não;não;não;não;não;não;não;não;sim;não;não;não
Leite;Itambé;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Tomarelli;não;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Tarantella;sim;não;sim;não;não;não;não;não;não;não;sim;não
Molho de Tomate;Palmeiron;não;não;sim;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Zaine;não;não;sim;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Rio;não;não;não;não;não;não;não;não;sim;não;não;não
Pão;Nutri-vida;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;CCGL;sim;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Cirio;não;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Cookoa;não;não;não;não;sim;não;não;não;não;não;não;não
Chocolate;Sul da Bahia;não;não;sim;não;não;não;não;não;não;não;não;não
Leite;Embaré;sim;não;não;não;não;não;não;não;sim;não;não;não
Pão;Via Naturi;sim;não;não;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Power One;não;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Member's Mark;não;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;DiMatteo;não;não;não;não;não;não;não;não;não;não;não;não
Pão;Rose Pão;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Deale;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Solo Cedro;não;não;sim;não;não;não;não;não;não;não;não;não
Chocolate;GranKakao;não;não;não;não;sim;não;não;não;não;não;não;não
Chocolate;GranKakao;não;não;sim;não;não;não;não;não;sim;não;não;não
Leite;Triangulo Mineiro;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Nutri Vida;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Vital Pan;sim;sim;sim;não;não;não;não;não;não;não;não;não
Leite;Serramar;sim;não;não;não;não;não;não;não;sim;não;não;não
Pão;Maná;não;não;não;não;não;não;não;não;não;não;não;não
Pão;Pullman;sim;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Betânia;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Embaré;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Pramesa;não;não;sim;não;não;não;não;não;sim;não;não;não
Chocolate;Zen Foods;não;não;não;não;sim;não;não;não;não;não;não;não
Iogurte;Artelatte;sim;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Fugini;não;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Ofner;sim;não;sim;sim;sim;não;não;não;não;não;não;não
Molho de Tomate;Fugini;não;não;não;não;não;não;não;não;não;não;não;sim
Molho de Tomate;Goialli;não;não;sim;não;não;não;não;não;sim;não;não;não
Chocolate;Super Vegan;não;não;sim;não;não;não;não;não;sim;não;não;não
Leite;Batavo;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;We Nutz;sim;sim;não;sim;sim;não;não;não;não;não;não;não
Leite;Marvin;sim;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;We Nutz;sim;sim;não;não;sim;não;não;não;não;não;não;não
